2016-10-14 00:25:19.500000,270.001,260.001,270.001,240.001,220.001,250.001,270.001,270.001,320.002,370.002,330.002,329.969,310.002,270.001,280.002,280.002,250.001,290.002,310.002
2016-10-14 00:25:20.899999,280.002,280.002,250.001,290.002,310.002,340.002,380.002,480.003,590.003,620.003,600.003,510.003,530.003,510.003,280.002,230.001,199.981,240.001,220.001
2016-10-14 00:25:29.399999,260.001,260.001,280.002,280.002,250.001,259.975,300.002,370.002,360.002,390.002,310.002,300.002,300.002,320.002,290.002,250.001,420.002,450.002,390.002
2016-10-14 00:25:30.899999,250.001,420.002,450.002,390.002,410.002,430.002,490.003,530.003,610.003,629.94,620.003,600.003,590.003,550.003,570.003,520.003,490.003,430.002,340.002
2016-10-14 00:25:36.200000,260.001,250.001,320.002,320.002,260.001,390.002,430.002,290.002,290.002,440.002,390.002,339.968,300.002,300.002,270.001,310.002,290.002,300.002,370.002
2016-10-14 00:25:37.399999,300.002,300.002,270.001,310.002,290.002,300.002,370.002,370.002,360.002,400.002,300.002,300.002,250.001,290.002,290.002,280.002,280.002,270.001,259.975
2016-10-14 00:25:39.100000,270.001,259.975,270.001,230.001,210.001,200.001,210.001,260.001,260.001,280.002,260.001,280.002,260.001,240.001,200.001,220.001,270.001,250.001,270.001
2016-10-14 00:25:40,280.002,260.001,280.002,260.001,240.001,200.001,220.001,270.001,250.001,270.001,239.977,260.001,240.001,220.001,200.001,180.001,180.001,170.001,190.001
2016-10-14 00:26:59,20.0001,40.0002,40.0002,10.0001,30.0002,30.0002,30.0002,40.0002,100.001,150.001,160.001,150.001,120.001,100.001,170.001,140.001,140.001,110.001,139.987
2016-10-14 00:27:02.600000,4739.55,4210.02,4580.02,4050.02,4820.03,4490.02,4120.02,4380.02,4690.03,5430.03,4070.02,4250.02,3570.02,4420.02,3690.02,4120.02,3850.02,4590.02,5470.03
2016-10-14 00:27:03.500000,5430.03,4070.02,4250.02,3570.02,4420.02,3690.02,4120.02,3850.02,4590.02,5470.03,4229.6,4160.02,3000.02,2730.01,4080.02,4480.02,4560.02,5190.03,5130.03
2016-10-14 00:27:04.299999,4590.02,5470.03,4229.6,4160.02,3000.02,2730.01,4080.02,4480.02,4560.02,5190.03,5130.03,5120.03,2560.01,2560.01,2560.01,2560.01,2560.01,2560.01,2560.01
