# Microburst catalogue created on 2017-11-17 12:11:23.690069
# dateTime,dos1rate,Lm_OPQ,MLT_OPQ,lat,lon,alt,Dist_In_Track,Lag_In_Track,Dist_Total,Loss_Cone_Type
2016-09-30 01:55:07.599999,380.002,8.12303,0.119954,62.6036,-42.1069,642.302,-4.75109,-0.629171,5.42496,0.0
2016-09-30 01:55:13.300000,430.002,7.80163,0.0815492,62.2685,-42.3567,642.401,-4.74559,-0.628463,5.43492,0.0
2016-09-30 01:55:17.500000,450.002,7.60145,0.0565795,62.0214,-42.5357,642.602,-4.74153,-0.627942,5.44227,0.0
2016-09-30 01:55:21.100000,950.005,7.40769,0.031503,61.8094,-42.6895,642.631,-4.73806,-0.627495,5.44868,0.0
2016-09-30 01:55:25.399999,1720.01,7.23283,0.00809837,61.5561,-42.8675,642.803,-4.73392,-0.626962,5.45636,1.0
2016-09-30 01:55:29.600000,1650.01,7.06183,23.9846,61.3084,-43.0392,642.905,-4.72988,-0.626442,5.46392,1.0
2016-09-30 01:55:34.899999,3120.02,6.8606,23.9552,60.9957,-43.2522,643.074,-4.72479,-0.625787,5.47358,1.0
2016-09-30 01:55:36.600000,3150.02,6.78614,23.9445,60.8953,-43.3214,643.176,-4.72316,-0.625577,5.47668,1.0
2016-09-30 01:55:40.100000,2569.76,6.63981,23.9221,60.6886,-43.4622,643.21,-4.71983,-0.625149,5.48311,1.0
2016-09-30 01:55:41.399999,2620.01,6.59997,23.9166,60.6118,-43.512,643.236,-4.7186,-0.62499,5.48552,1.0
2016-09-30 01:55:42.700000,3740.02,6.56146,23.9106,60.535,-43.5616,643.275,-4.71737,-0.624832,5.48792,1.0
2016-09-30 01:55:45.299999,3370.02,6.4592,23.8943,60.3812,-43.6644,643.395,-4.71491,-0.624516,5.49273,1.0
2016-09-30 01:55:48.799999,3490.02,6.35752,23.8787,60.1742,-43.7971,643.497,-4.71161,-0.624092,5.49927,1.0
2016-09-30 01:55:49.899999,3370.02,6.32156,23.8729,60.1092,-43.8387,643.506,-4.71058,-0.62396,5.50139,1.0
2016-09-30 01:55:51.899999,3180.02,6.26076,23.8629,59.9908,-43.9147,643.548,-4.70872,-0.623721,5.50524,1.0
2016-09-30 01:55:52.799999,3210.02,6.22599,23.8571,59.9375,-43.9492,643.578,-4.70788,-0.623613,5.50698,1.0
2016-09-30 01:55:54.399999,3200.02,6.16626,23.8472,59.8428,-44.0112,643.646,-4.70639,-0.623421,5.51006,1.0
2016-09-30 01:55:59.700000,1110.01,6.0082,23.8212,59.5289,-44.2076,643.803,-4.70148,-0.622791,5.52032,2.0
2016-09-30 01:56:01.199999,2610.01,5.95278,23.8116,59.44,-44.2651,643.829,-4.70011,-0.622614,5.52325,2.0
2016-09-30 01:56:02.100000,2560.01,5.92368,23.8066,59.3867,-44.2986,643.853,-4.69929,-0.622508,5.52501,2.0
2016-09-30 01:56:04.599999,930.005,5.86263,23.7966,59.2385,-44.3879,643.955,-4.69699,-0.622214,5.52988,2.0
2016-09-30 01:56:07.400000,1740.01,5.77706,23.7814,59.0724,-44.4904,644.097,-4.69443,-0.621884,5.53535,2.0
2016-09-30 01:56:10.300000,1220.01,5.69875,23.7674,58.9004,-44.5951,644.11,-4.69178,-0.621543,5.54108,2.0
2016-09-30 01:56:20.899999,969.908,5.43966,23.7203,58.271,-44.9661,644.421,-4.68209,-0.620299,5.56215,2.0
2016-09-30 01:56:29.800000,780.004,5.22221,23.6792,57.742,-45.2712,644.702,-4.67419,-0.619285,5.58057,2.0
2016-09-30 01:56:33.200000,700.004,5.13476,23.6621,57.5397,-45.3881,644.79,-4.67147,-0.618937,5.58841,2.0
2016-09-30 01:56:34.700000,460.002,5.11182,23.6578,57.4505,-45.4361,644.859,-4.67027,-0.618783,5.59187,2.0
2016-09-30 01:56:39.899999,-1e+31,5.00379,23.6363,57.1409,-45.6072,645.003,-4.66577,-0.618207,5.60294,2.0
2016-09-30 01:56:47.899999,360.002,4.83879,23.6029,56.6644,-45.867,645.293,-4.65796,-0.617201,5.6175,2.0
