mu,sigma
1.2644653373067796,1.3444576089572444
2.7534429887337817,1.3296219079525882
0.939437454806451,1.335201694995264
0.939437454806451,1.335201694995264
0.939437454806451,1.335201694995264
0.939437454806451,1.335201694995264
0.939437454806451,1.335201694995264
0.939437454806451,1.335201694995264
0.939437454806451,1.335201694995264
0.939437454806451,1.335201694995264
0.939437454806451,1.335201694995264
0.939437454806451,1.335201694995264
0.939437454806451,1.335201694995264
0.939437454806451,1.335201694995264
0.939437454806451,1.335201694995264
0.939437454806451,1.335201694995264
0.5564924367581179,1.258361780514432
0.5564924367581179,1.258361780514432
0.5564924367581179,1.258361780514432
0.5564924367581179,1.258361780514432
0.5564924367581179,1.258361780514432
0.5564924367581179,1.258361780514432
0.5564924367581179,1.258361780514432
0.5564924367581179,1.258361780514432
0.5564924367581179,1.258361780514432
0.5564924367581179,1.258361780514432
0.5564924367581179,1.258361780514432
0.5564924367581179,1.258361780514432
0.5564924367581179,1.258361780514432
2.3449505095119236,1.0753796285914443
3.644458245022795,0.9975860377717893
3.644458245022795,0.9975860377717893
3.644458245022795,0.9975860377717893
3.644458245022795,0.9975860377717893
3.644458245022795,0.9975860377717893
3.644458245022795,0.9975860377717893
3.644458245022795,0.9975860377717893
3.644458245022795,0.9975860377717893
6.715152410772377,0.833922781494903
8.282856721247093,0.7449782719202697
8.282856721247093,0.7449782719202697
8.53470144456734,0.6655276846691027
8.53470144456734,0.6655276846691027
8.53470144456734,0.6655276846691027
10.600283904577163,0.6025477060047901
10.600283904577163,0.6025477060047901
10.600283904577163,0.6025477060047901
10.600283904577163,0.6025477060047901
10.600283904577163,0.6025477060047901
10.992485928317091,0.651480657742432
11.140299096765334,0.622512992061211
11.140299096765334,0.622512992061211
12.867967620436163,0.625667761294154
12.867967620436163,0.625667761294154
12.867967620436163,0.625667761294154
12.867967620436163,0.625667761294154
12.208336699795217,0.760585437881567
12.208336699795217,0.760585437881567
12.208336699795217,0.760585437881567
12.208336699795217,0.760585437881567
12.208336699795217,0.760585437881567
20.258265332977743,0.786493612036542
16.17724360410836,0.6011350108549487
16.17724360410836,0.6011350108549487
7.6000815212700275,0.5371315499684897
9.873068910155471,0.6698093803039402
9.873068910155471,0.6698093803039402
8.791311730508967,0.6218166424747626
8.791311730508967,0.6218166424747626
8.791311730508967,0.6218166424747626
8.791311730508967,0.6218166424747626
7.854937750296984,0.5784187507954507
7.854937750296984,0.5784187507954507
7.854937750296984,0.5784187507954507
7.854937750296984,0.5784187507954507
7.854937750296984,0.5784187507954507
7.854937750296984,0.5784187507954507
8.58147739779887,0.6116763265927466
8.58147739779887,0.6116763265927466
15.82330152273451,0.5775372488045969
15.82330152273451,0.5775372488045969
11.695865105751157,0.6624359506064372
11.695865105751157,0.6624359506064372
11.695865105751157,0.6624359506064372
15.172967546124841,0.7616386483003919
15.172967546124841,0.7616386483003919
13.035192352774054,0.7014038232453969
5.609893169224861,0.7790455764774684
15.448362737233506,0.7220412907127769
15.448362737233506,0.7220412907127769
5.73866134325184,0.7375227398466302
5.73866134325184,0.7375227398466302
4.820177954021011,0.8137893025377771
5.4843835651140935,0.9121104534176916
4.960962132280807,0.6287782020759574
6.922498970542756,0.5609903628351692
14.49377633523326,0.7563978601773806
14.49377633523326,0.7563978601773806
15.07350688838463,0.7566152804952215
15.07350688838463,0.7566152804952215
9.50167547840518,0.6560814856834054
10.307565566083351,0.7091150735404481
10.307565566083351,0.7091150735404481
10.307565566083351,0.7091150735404481
10.307565566083351,0.7091150735404481
8.771401733455837,0.8361855930720294
7.847864726505935,0.9004629285446901
7.847864726505935,0.9004629285446901
5.554506160005053,0.8791146240800283
5.554506160005053,0.8791146240800283
6.3590714567494055,0.7741738333823298
11.495077630178324,0.6444586428945978
7.468047461789169,0.7398789103269412
7.0440424482939505,0.709116097920523
11.570497056210543,0.6362943605760627
11.570497056210543,0.6362943605760627
13.73361965466928,0.7246717276683609
9.712276531039361,0.9048645906784338
9.579910483098368,0.8421166713588144
9.579910483098368,0.8421166713588144
15.873911837589455,0.83509660020362
15.873911837589455,0.83509660020362
11.897325551809004,0.7953751914942948
10.249430342892142,0.8914806174804171
9.51853540106551,0.8330004724636172
17.282257449226805,0.8507456372117701
17.282257449226805,0.8507456372117701
17.282257449226805,0.8507456372117701
19.392763304863863,0.6844328751996109
19.392763304863863,0.6844328751996109
13.376821840727937,0.6004365266554422
5.07510249277912,0.7126049495206113
5.07510249277912,0.7126049495206113
12.55465652102918,0.7622711302664344
12.55465652102918,0.7622711302664344
12.55465652102918,0.7622711302664344
12.55465652102918,0.7622711302664344
15.95892999630067,0.6878566189196913
13.23453310560388,0.6777458439263111
3.3725347994907438,0.6531432512889923
3.3725347994907438,0.6531432512889923
5.327011309760073,0.6637287773119778
4.155638801468868,0.8022227807889364
4.155638801468868,0.8022227807889364
4.155638801468868,0.8022227807889364
4.155638801468868,0.8022227807889364
5.167358921724245,0.6443348807178287
8.264799914611075,0.7121869527981494
10.062469048261867,0.7167007255017772
6.697023390442293,0.5697902085908586
7.731304965092254,0.6187392244028442
7.731304965092254,0.6187392244028442
4.465170714990921,0.732813532308796
5.652278185002293,0.7877131038439342
7.459136354832475,0.6896516933502138
7.459136354832475,0.6896516933502138
5.060115196424132,0.7132838641495806
10.04809074289103,0.7559563080256553
11.590310065465296,0.6815837637033685
13.888715825552222,0.6391582728241234
13.888715825552222,0.6391582728241234
10.73299591107728,0.6931191485881406
10.133259270588912,0.7010831939399723
10.133259270588912,0.7010831939399723
3.0032046579778306,0.8777850709007433
3.0032046579778306,0.8777850709007433
1.8964127401509976,1.0991346661891204
1.8964127401509976,1.0991346661891204
1.8964127401509976,1.0991346661891204
1.8964127401509976,1.0991346661891204
1.8964127401509976,1.0991346661891204
4.074913880538425,1.1190767275068896
2.429367004252361,1.0897045611280505
1.4667435259287505,1.0613840181696386
1.4667435259287505,1.0613840181696386
1.4667435259287505,1.0613840181696386
1.4667435259287505,1.0613840181696386
1.4667435259287505,1.0613840181696386
1.4667435259287505,1.0613840181696386
1.4667435259287505,1.0613840181696386
1.4667435259287505,1.0613840181696386
1.4667435259287505,1.0613840181696386
1.4667435259287505,1.0613840181696386
1.4667435259287505,1.0613840181696386
1.7051264205462955,1.1104767728247513
1.7051264205462955,1.1104767728247513
1.7051264205462955,1.1104767728247513
6.4085192646110185,0.8659337567346719
6.4085192646110185,0.8659337567346719
6.4085192646110185,0.8659337567346719
6.4085192646110185,0.8659337567346719
6.4085192646110185,0.8659337567346719
4.039799411061919,0.8801982477096449
4.039799411061919,0.8801982477096449
4.039799411061919,0.8801982477096449
4.039799411061919,0.8801982477096449
4.039799411061919,0.8801982477096449
4.039799411061919,0.8801982477096449
4.039799411061919,0.8801982477096449
4.039799411061919,0.8801982477096449
4.039799411061919,0.8801982477096449
4.039799411061919,0.8801982477096449
4.039799411061919,0.8801982477096449
4.039799411061919,0.8801982477096449
2.4361903833776806,0.873409140575404
3.0809149377955007,0.7946411906623689
3.0809149377955007,0.7946411906623689
4.574283611157879,0.7594763860342281
4.351368571175769,0.6316738641216426
5.411088491068762,0.5569488939361753
3.412525218617005,0.6445119688199448
3.412525218617005,0.6445119688199448
3.412525218617005,0.6445119688199448
3.412525218617005,0.6445119688199448
8.493042433921572,0.7231069168444335
8.493042433921572,0.7231069168444335
3.2589791485976587,0.7908031171668487
3.2589791485976587,0.7908031171668487
7.385200134642359,0.7579636855248846
8.380219870182621,0.946859826208994
4.882172298444758,0.9480412120341778
4.882172298444758,0.9480412120341778
4.882172298444758,0.9480412120341778
4.882172298444758,0.9480412120341778
4.882172298444758,0.9480412120341778
3.2684531603786304,0.9317477164797328
3.2684531603786304,0.9317477164797328
3.2684531603786304,0.9317477164797328
2.4393709873070106,0.9696030360781718
2.4393709873070106,0.9696030360781718
2.2938239509094878,0.8400274979181994
2.2938239509094878,0.8400274979181994
1.0359526306593778,0.9239306968821901
4.098746797344286,0.9280143585077256
4.098746797344286,0.9280143585077256
5.834775733039291,0.8535990209171719
5.834775733039291,0.8535990209171719
5.834775733039291,0.8535990209171719
5.834775733039291,0.8535990209171719
5.834775733039291,0.8535990209171719
5.834775733039291,0.8535990209171719
5.834775733039291,0.8535990209171719
8.280189493902952,0.8341693956272269
8.280189493902952,0.8341693956272269
5.17789253084498,0.9305069408490447
5.17789253084498,0.9305069408490447
5.442253461092999,0.7343039341230208
3.1305693924290416,0.8568068151755605
3.1305693924290416,0.8568068151755605
7.376034386037812,0.8120311420936325
7.734619325317386,0.7389711512737613
7.405424494226882,0.6883920980759473
7.405424494226882,0.6883920980759473
5.206118184274409,0.7686048388480488
5.206118184274409,0.7686048388480488
5.206118184274409,0.7686048388480488
6.084238753901513,0.7725361963512806
4.675295681243803,0.8374301682605025
4.683077888628861,1.0002724622337709
4.683077888628861,1.0002724622337709
4.683077888628861,1.0002724622337709
4.919912100640161,1.0527074433016568
7.222182435979911,0.8696559155511521
7.222182435979911,0.8696559155511521
8.152603377827187,0.8330899538115965
8.152603377827187,0.8330899538115965
8.152603377827187,0.8330899538115965
4.110702248431163,0.8973096069434985
2.4964210841461316,0.929366764220626
2.4964210841461316,0.929366764220626
5.110973043091271,0.9548778089050118
5.110973043091271,0.9548778089050118
5.110973043091271,0.9548778089050118
5.110973043091271,0.9548778089050118
5.110973043091271,0.9548778089050118
5.110973043091271,0.9548778089050118
5.110973043091271,0.9548778089050118
5.110973043091271,0.9548778089050118
5.229864521040509,0.9368255900802905
5.229864521040509,0.9368255900802905
5.229864521040509,0.9368255900802905
1.0808725200520195,1.0040795030511338
1.0808725200520195,1.0040795030511338
1.0808725200520195,1.0040795030511338
4.568343375586197,0.9370885477973365
4.568343375586197,0.9370885477973365
4.568343375586197,0.9370885477973365
4.568343375586197,0.9370885477973365
4.568343375586197,0.9370885477973365
2.5426861087504973,1.1316106342470633
1.0108076122584813,1.2092351654831996
1.0108076122584813,1.2092351654831996
1.0127410662315997,1.2763833730727694
1.0127410662315997,1.2763833730727694
4.353559100415307,1.09434726758915
4.353559100415307,1.09434726758915
4.353559100415307,1.09434726758915
4.353559100415307,1.09434726758915
4.353559100415307,1.09434726758915
4.353559100415307,1.09434726758915
1.9915410806478993,1.1368093284922791
1.9915410806478993,1.1368093284922791
1.9915410806478993,1.1368093284922791
1.9915410806478993,1.1368093284922791
1.9915410806478993,1.1368093284922791
1.9915410806478993,1.1368093284922791
1.9915410806478993,1.1368093284922791
1.9915410806478993,1.1368093284922791
1.9915410806478993,1.1368093284922791
1.9915410806478993,1.1368093284922791
1.9915410806478993,1.1368093284922791
1.9915410806478993,1.1368093284922791
1.9915410806478993,1.1368093284922791
1.9915410806478993,1.1368093284922791
1.9915410806478993,1.1368093284922791
1.9915410806478993,1.1368093284922791
1.9915410806478993,1.1368093284922791
1.9915410806478993,1.1368093284922791
1.9915410806478993,1.1368093284922791
1.9915410806478993,1.1368093284922791
1.9915410806478993,1.1368093284922791
1.9915410806478993,1.1368093284922791
1.9915410806478993,1.1368093284922791
1.9915410806478993,1.1368093284922791
1.9915410806478993,1.1368093284922791
1.9915410806478993,1.1368093284922791
1.9915410806478993,1.1368093284922791
1.9915410806478993,1.1368093284922791
1.9915410806478993,1.1368093284922791
1.9915410806478993,1.1368093284922791
1.9915410806478993,1.1368093284922791
1.9915410806478993,1.1368093284922791
1.9915410806478993,1.1368093284922791
1.9915410806478993,1.1368093284922791
1.9915410806478993,1.1368093284922791
1.9915410806478993,1.1368093284922791
1.9915410806478993,1.1368093284922791
1.9915410806478993,1.1368093284922791
1.9915410806478993,1.1368093284922791
1.9915410806478993,1.1368093284922791
1.9915410806478993,1.1368093284922791
1.9915410806478993,1.1368093284922791
2.6071883326552934,1.0542198822995865
2.6071883326552934,1.0542198822995865
2.6071883326552934,1.0542198822995865
2.6071883326552934,1.0542198822995865
2.6071883326552934,1.0542198822995865
1.623258668844752,0.9502763478485475
1.623258668844752,0.9502763478485475
1.623258668844752,0.9502763478485475
1.623258668844752,0.9502763478485475
1.623258668844752,0.9502763478485475
1.623258668844752,0.9502763478485475
4.132861197410547,0.8775674161608236
5.578408281395626,0.8525805943878052
5.578408281395626,0.8525805943878052
3.285795199953747,0.9555439811706812
6.5447987584904235,0.7232777853333324
3.237872990863814,0.8208446761445349
11.39262737601326,0.7814534101582125
16.68927952462863,0.6443034941759652
18.13649231126504,0.49768798411460924
18.13649231126504,0.49768798411460924
18.13649231126504,0.49768798411460924
18.13649231126504,0.49768798411460924
15.96190382452901,0.528297600397119
15.777989726949606,0.5230260380347177
17.493091552079267,0.5344581899104902
17.493091552079267,0.5344581899104902
21.406929182332327,0.3182586845041103
26.013115608870702,0.264673958944765
25.62168531722117,0.2320343652582065
22.327572821994867,0.3463704137703351
26.115790868377864,0.34101831938233435
22.358287421587477,0.4272714380025322
21.79072466522838,0.338772896619568
19.142440470779167,0.2287650101762847
27.755241041920073,0.48719839466788495
27.755241041920073,0.48719839466788495
27.755241041920073,0.48719839466788495
26.732084078618197,0.4527664733242166
22.591704838646415,0.28287357349151654
20.004135277623508,0.38878836785508164
17.681797003108834,0.420652096455916
17.681797003108834,0.420652096455916
17.681797003108834,0.420652096455916
19.79278989720236,0.3522932904783327
12.666847668689826,0.38904977470249347
17.432939729237948,0.4518234950507697
17.432939729237948,0.4518234950507697
17.432939729237948,0.4518234950507697
17.432939729237948,0.4518234950507697
17.432939729237948,0.4518234950507697
17.432939729237948,0.4518234950507697
17.432939729237948,0.4518234950507697
21.775585669660533,0.38867790041429306
21.623413662983957,0.42818439002914177
22.388635945748074,0.4946836499227064
24.31364818642875,0.45432310347068655
24.31364818642875,0.45432310347068655
22.986962637399515,0.3057783659203551
22.986962637399515,0.3057783659203551
28.131285566687566,0.3006876877979206
29.541151812705284,0.3741394963110123
39.50198420408495,0.41891083307756033
40.34016808497136,0.3626208275820265
40.34016808497136,0.3626208275820265
40.34016808497136,0.3626208275820265
40.20620222857386,0.3311817263802899
40.20620222857386,0.3311817263802899
42.364400148826704,0.23785812079643198
45.46906171265063,0.20519264634347506
45.66114428723507,0.3010729831726403
42.24701387022972,0.41443366455382236
42.24701387022972,0.41443366455382236
46.25013861739891,0.46391582894082467
49.25097077260983,0.4686526481393317
49.25097077260983,0.4686526481393317
46.12241501162925,0.5080194692897887
46.12241501162925,0.5080194692897887
45.930593198012325,0.570186144376588
