a,r0,r1
0.5119464229123004,67.86436042115376,7.235568541750052
0.47721473115951296,67.29893449080983,7.732655229343853
0.5503718019374082,69.14524700631961,4.714753665783516
0.5683437280380653,67.4585048226401,5.124331710766592
0.5249897229795608,67.56173428528378,4.197679155402954
0.47260842033349426,70.2403082038225,3.329612629551523
0.5080893561797957,66.97146225575936,4.422846718746226
0.5146061001752598,67.18033836981719,3.8767096386195736
0.5540979557857637,68.26615983430861,1.6125013854611763
0.5540979557857637,68.26615983430861,1.6125013854611763
0.5628468286693652,72.47516509789085,3.9355776787136896
0.539736764973863,73.48916862167779,1.8147744492350286
0.4981471673817321,76.48946156009546,3.593586228319015
0.48652683895952353,78.50441048349448,4.400538576044687
0.4770649158153707,82.69719146024836,7.729983520478326
0.5286369599727334,81.72420621033191,9.359505858214579
0.5814074332269646,81.96132204183039,9.530350667749353
0.6318390544471153,81.77442130064067,14.313617736874805
0.5676736142286505,80.20904917557941,16.08472202714001
0.6106646985974434,79.96014785084577,17.189910354975872
0.6421617269341529,81.14004939946601,16.832007292479904
0.6341119782595285,79.70175133202962,13.98022010427092
0.6129314850889298,79.27258510217187,15.411277117238523
0.5368920248669218,80.8013250849565,13.849666087103781
0.5033591428939516,79.64907058906655,13.880761304035953
0.5344221727025821,80.66222034322298,11.651634172883933
0.597381084630665,80.88553969155117,11.163248758354161
0.5620462424888384,81.74684304666944,12.384449757716123
0.5203035702386924,82.38523829271666,12.333292614257854
0.5038615769511016,81.8249179026243,12.35557761142755
0.548008747527087,85.56392466983613,10.444541117341215
0.5521987708622274,81.50759704077174,9.731445546777026
0.5535206076814243,80.00210716867798,8.178148185424778
0.45179988428765827,84.00780716929917,8.609897917049887
0.45179988428765827,84.00780716929917,8.609897917049887
0.476865728995762,84.47975330770319,9.918716146601229
0.5328547591620817,86.03547265510512,8.885033534255896
0.4471428931750261,85.67634384268713,11.30190360711158
0.42742318687805586,82.91152550658948,13.950068606887848
0.4913092019235849,82.72958690206653,14.291266333347679
0.40913938114413606,79.46757296995865,14.496710907096695
0.3508221084672595,78.4272071286231,15.019005986235014
0.38831987159538156,78.88191519093239,11.403714576633403
0.36571291010515994,79.1903539018412,11.653768647458403
0.36571291010515994,79.1903539018412,11.653768647458403
0.3289061303885178,78.62586284897148,8.365077430740953
0.3289061303885178,78.62586284897148,8.365077430740953
0.29743351660148376,76.24930803485937,6.456426182537854
0.29743351660148376,76.24930803485937,6.456426182537854
0.34775873456746187,76.39498050291944,9.720651064545159
0.338579793041641,76.06180413350735,10.360825312855756
0.29325826017745893,76.80314933653257,11.237046495634193
0.26094320544674615,71.53790236275158,15.160065603784998
0.3235751868427523,69.54163577519235,16.018237146608723
0.27653444182649123,71.42140174637925,17.881233071771494
0.28075977949295605,67.45352215521679,19.571308601298764
0.3160320968521002,64.34941234467597,23.563089268486166
0.2977840286253278,64.05003236861931,23.546717196737582
0.3482204976856438,65.62573943473885,24.73255894760692
0.32261693986357437,64.80168920169612,25.471195700172338
0.33161359252213085,63.170257932382846,26.918236210488313
0.3866702707418482,63.15151742959714,23.523979845942094
0.43715379358897316,60.048132210973115,24.647938138733647
0.4487740599326323,62.23076314131007,24.2674085888477
0.370694405978164,60.961368745456234,23.714378289739848
0.35896768762879905,60.075611549159355,23.391072180075096
0.3404930983628097,63.77383628645209,25.85252518114101
0.33207246869434404,61.37167768821503,25.726217139024605
0.30628336113005783,59.9225064313908,23.555356859734534
0.3481869798761812,61.62728323531797,24.263457060665317
0.28174303408267914,58.642642583002136,22.3315155903904
0.24768752947010902,58.17091494771606,18.359028803647924
0.2076530748290167,57.656567186041926,18.31670928901372
0.2516680342080488,55.78960194547943,20.112442774218685
0.31470877583799456,56.32751782181693,20.34086558415175
0.17219844502955578,57.318124245947836,17.054387636374912
0.1883186285748307,60.33932982091661,16.405332013633984
0.2437416486598424,57.05719411827231,19.031017929301868
0.2433562703980199,57.68966536650371,18.107227973649078
0.2433562703980199,57.68966536650371,18.107227973649078
0.21642648279414856,56.630944658320104,17.013153787632206
0.21642648279414856,56.630944658320104,17.013153787632206
0.18159719797362475,56.759622416003225,17.086971958784783
0.18159719797362475,56.759622416003225,17.086971958784783
0.17741782825332136,58.220375086177796,18.377483866292852
0.19567810459294457,59.75474314092784,15.74457838651257
0.18006953175787133,56.32930391847564,18.487117351067074
0.18006953175787133,56.32930391847564,18.487117351067074
0.22783653095832235,53.508780942420664,16.097056681671866
0.232281324716957,52.787028398311044,17.736121580207357
0.24882840014224447,48.95997188723751,19.192529145052994
0.30799834948743327,49.75486345976451,16.540004496521824
0.3023348005782913,47.448759464655396,17.365022035476176
