loc,a
0.0,29.11016037112566
0.0,27.952388529203944
0.0,31.06175755067367
0.0,31.06175755067367
0.0,31.06175755067367
0.0,31.06175755067367
0.0,26.224646811522156
5.237473148643773,29.22636946312492
4.891074817529762,30.31594995845922
3.047942128982986,27.24931482443798
3.047942128982986,27.24931482443798
1.9797441710048709,33.169390766893535
0.0,35.17733818483688
0.0,35.603374311231086
1.2348110632066303,34.694017010935625
6.267136678284659,36.251460420647355
4.408880890396299,38.10278765868159
4.408880890396299,38.10278765868159
5.491249894095143,35.66454984981692
7.504454219143518,31.598824079620485
4.386793243418161,26.31654753522549
2.3202898760091073,35.28771861841018
4.471127052155392,32.34301496599858
0.9736467278853778,35.135446894266856
0.9736467278853778,35.135446894266856
0.0,33.43591749456118
0.6113312090171807,32.57253830291879
0.0,30.19756892096672
2.7168379933996367,32.89264666193105
2.7168379933996367,32.89264666193105
0.0,26.534135695901636
0.0,26.534135695901636
1.2460382261443173,32.02425637009293
1.2460382261443173,32.02425637009293
1.2460382261443173,32.02425637009293
11.435400571569142,30.506115466974357
7.88723383602561,28.660771492821194
7.88723383602561,28.660771492821194
7.88723383602561,28.660771492821194
7.88723383602561,28.660771492821194
7.88723383602561,28.660771492821194
6.034784523108403,25.521871426909428
6.034784523108403,25.521871426909428
6.034784523108403,25.521871426909428
4.4591567756351935,26.61193256426129
2.1168982545610833,31.69753050104689
2.1168982545610833,31.69753050104689
2.1168982545610833,31.69753050104689
2.1168982545610833,31.69753050104689
2.1168982545610833,31.69753050104689
2.1168982545610833,31.69753050104689
2.1168982545610833,31.69753050104689
2.1168982545610833,31.69753050104689
2.1168982545610833,31.69753050104689
0.10419791410519963,35.92048085823088
0.10419791410519963,35.92048085823088
0.10419791410519963,35.92048085823088
0.10419791410519963,35.92048085823088
5.304935093866124,30.085712391476836
0.0,32.2037184876842
0.0,32.2037184876842
0.0,32.2037184876842
0.0,32.2037184876842
0.0,28.477898050978418
0.0,28.477898050978418
0.0,28.477898050978418
0.0293340725663324,29.336791841103857
1.2112222374336894,32.038794806458995
1.2112222374336894,32.038794806458995
3.10783455874701,33.083156445953996
3.10783455874701,33.083156445953996
1.4467722398698548,28.021207203552233
9.553289954595288,32.53245623144073
9.553289954595288,32.53245623144073
9.553289954595288,32.53245623144073
9.553289954595288,32.53245623144073
3.337989943308049,35.466048451102324
3.337989943308049,35.466048451102324
6.151771478702202,23.204978761559122
6.151771478702202,23.204978761559122
6.151771478702202,23.204978761559122
6.151771478702202,23.204978761559122
6.5841527271867735,23.345369028316007
7.832288736566858,26.097307916134355
8.02872513473795,29.450288545233935
8.02872513473795,29.450288545233935
11.473820382237635,27.378305690580472
11.473820382237635,27.378305690580472
11.473820382237635,27.378305690580472
10.410212971225215,25.759481583736346
10.410212971225215,25.759481583736346
10.410212971225215,25.759481583736346
8.13102651743716,29.33770661508464
8.13102651743716,29.33770661508464
11.482124126883047,26.542921018227823
11.482124126883047,26.542921018227823
0.9185696211485048,27.99408431800846
0.0,31.538666586234083
0.0,31.538666586234083
0.0,31.538666586234083
0.0,27.817681921752623
6.531260651691707,26.559838725002688
6.531260651691707,26.559838725002688
7.563757930436303,29.804658928234737
7.563757930436303,29.804658928234737
7.563757930436303,29.804658928234737
7.563757930436303,29.804658928234737
7.563757930436303,29.804658928234737
6.000237591019426,29.30632585356837
6.000237591019426,29.30632585356837
2.9667441583909344,26.641800322737087
6.462144028174366,25.67893124932355
10.023078449533484,31.917880846913917
10.023078449533484,31.917880846913917
12.057522177868325,30.014794246240648
11.744194688746914,22.49357696858929
8.65020634033223,24.03672139876816
8.65020634033223,24.03672139876816
8.65020634033223,24.03672139876816
13.820402084149832,22.47065445901273
13.820402084149832,22.47065445901273
12.316317819999249,22.181993261627557
5.3700870524436075,30.85670882106958
5.3700870524436075,30.85670882106958
0.0,34.199133301133486
0.0,32.22348132085991
0.0,27.50443613977029
0.0,27.50443613977029
0.0,27.50443613977029
0.0,27.50443613977029
0.0,33.56956739932466
0.0,32.807399174612286
0.0,32.807399174612286
0.0,33.29405296222705
