dateTimeA,dos1rateA,dateTimeB,dos1rateB,Lm_OPQ,MLT_OPQ,lat,lon,alt,Dist_In_Track,Lag_In_Track,Dist_Total,Loss_Cone_Type,cross_correlation,AE,burstType
2015-03-26 06:44:45.600000,520.003,2015-03-26 06:44:45.500000,350.002,-1e+31,22.22135,-75.53855,-158.164,705.596,241.733,32.2829,241.777,-1.0,0.83,239.0,flash
2015-03-27 18:00:16.399999,2560.01,2015-03-27 18:00:16.199999,870.005,2.680815,23.4284,54.8669,76.92255,669.9795,234.623,31.1933,234.655,1.0,-0.22,38.0,neither
2015-03-27 18:00:19.300000,2560.01,2015-03-27 18:00:19.399999,800.004,2.65911,23.4223,54.68575,76.83285,670.132,234.62,31.1934,234.6515,1.0,0.07,38.0,neither
2015-03-27 18:00:23.899999,2680.01,2015-03-27 18:00:23.800000,800.004,2.63097,23.4142,54.41845,76.7039,670.2155,234.616,31.1937,234.647,1.0,0.04,38.0,neither
2015-03-27 18:00:26.100000,2560.01,2015-03-27 18:00:26.199999,780.004,2.61067,23.40815,54.2818,76.63435,670.2865,234.613,31.1938,234.645,1.0,0.05,38.0,neither
2015-03-28 18:05:06.299999,2430.01,2015-03-28 18:05:06.400000,2120.01,2.26643,9.36013,40.9162,-122.5495,617.8195,229.776,30.334,229.809,1.0,0.63,108.0,neither
2015-03-28 18:05:13.699999,2280.01,2015-03-28 18:05:13.800000,1290.01,2.30021,9.34462,41.36855,-122.6905,618.0505,229.774,30.3344,229.807,1.0,0.12,108.0,neither
2015-03-29 06:30:15.400000,2770.02,2015-03-29 06:30:15.400000,2350.01,-1e+31,22.10535,-79.29915,-169.413,696.789,225.551,30.0823,225.585,-1.0,0.42,306.0,neither
2015-03-29 06:30:21.199999,2720.01,2015-03-29 06:30:21.399999,2360.01,-1e+31,22.1015,-79.53475,-170.903,696.5665,225.555,30.0818,225.59,-1.0,0.16,306.0,neither
2015-03-29 06:30:23.899999,2210.01,2015-03-29 06:30:23.699999,2030.01,-1e+31,22.1001,-79.63185,-171.5585,696.52,225.557,30.0816,225.5915,-1.0,0.27,306.0,neither
2015-03-29 06:41:17.300000,370.002,2015-03-29 06:41:17.399999,630.003,5.751885,10.30665,-56.11565,67.20935,660.787,226.195,30.0273,226.231,0.0,0.67,330.0,neither
2015-03-29 06:41:25.100000,320.002,2015-03-29 06:41:25.300000,520.003,5.568515,10.30545,-55.64915,66.9657,660.307,226.205,30.0268,226.241,0.0,0.46,330.0,ambiguous
2015-03-29 08:16:19.300000,380.002,2015-03-29 08:16:19.199999,230.001,7.728735,10.02725,-65.9162,49.6175,671.4205,225.606,29.9871,225.641,0.0,0.72,217.0,neither
2015-03-29 08:16:49.100000,500.003,2015-03-29 08:16:49.100000,490.003,6.884525,10.04955,-64.1931,48.08,669.5405,225.641,29.9849,225.676,0.0,0.73,217.0,ambiguous
2015-03-29 08:17:07.900000,380.002,2015-03-29 08:17:07.799999,460.002,6.433025,10.06135,-63.10385,47.2046,668.3485,225.662,29.9834,225.698,0.0,0.48,219.0,neither
2015-03-29 08:17:09.699999,460.002,2015-03-29 08:17:09.500000,590.003,6.38469,10.06265,-63.0019,47.12475,668.24,225.6645,29.9833,225.7,0.0,0.54,219.0,neither
2015-03-29 08:17:28.699999,570.003,2015-03-29 08:17:28.899999,640.003,5.952775,10.07395,-61.88125,46.2904,667.0035,225.688,29.982,225.723,0.0,0.38,219.0,curtain
2015-03-29 09:52:26.699999,300.002,2015-03-29 09:52:26.500000,290.002,8.01058,9.95812,-71.65125,32.25655,677.4485,225.184,29.9534,225.218,0.0,0.28,403.0,neither
2015-03-29 20:17:22.100000,300.002,2015-03-29 20:17:22.300000,410.002,5.96038,7.74019,66.65145,-167.4705,636.9755,223.996,29.6319,224.0225,1.0,0.86,258.0,flash
2015-03-29 20:17:45.700000,340.002,2015-03-29 20:17:45.799999,380.002,6.57773,7.587955,68.0071,-168.913,638.16,223.979,29.6335,224.006,1.0,0.43,258.0,neither
2015-03-29 20:18:16,200.001,2015-03-29 20:18:15.800000,450.002,7.49677,7.372535,69.7234,-171.0135,639.595,223.955,29.6354,223.981,1.0,0.53,254.0,curtain
2015-03-29 21:07:58.700000,330.002,2015-03-29 21:07:58.500000,680.004,5.41715,19.3479,-71.39615,-5.73331,700.4325,222.1,29.6413,222.134,0.0,-0.02,119.0,neither
2015-03-29 21:17:52.299999,460.002,2015-03-29 21:17:52.399999,480.003,5.96533,13.0982,-69.35685,-142.236,673.8115,222.564,29.5909,222.598,1.0,0.33,122.0,ambiguous
2015-04-03 18:00:15.800000,2929.72,2015-04-03 18:00:16,1380.01,1.51882,23.01355,38.36615,71.82465,689.962,196.988,26.2769,197.016,1.0,0.44,281.0,neither
2015-04-03 18:00:18.399999,3130.02,2015-04-03 18:00:18.399999,1520.01,1.51321,23.0103,38.2162,71.7803,690.0915,196.987,26.2771,197.015,1.0,0.17,281.0,neither
2015-04-03 18:00:22.600000,2810.02,2015-04-03 18:00:22.800000,1480.01,1.503885,23.00515,37.95825,71.7055,690.1465,196.985,26.2773,197.012,1.0,0.2,281.0,neither
2015-04-03 18:00:25.399999,2600.01,2015-04-03 18:00:25.199999,1490.01,1.4972,23.0012,37.80225,71.65815,690.164,196.983,26.2772,197.009,1.0,0.16,281.0,neither
2015-04-03 18:00:29.899999,2560.01,2015-04-03 18:00:30,1540.01,1.48817,22.9961,37.52325,71.5772,690.2955,196.978,26.2771,197.005,1.0,0.17,281.0,neither
2015-04-04 00:24:04,850.005,2015-04-04 00:24:04.200000,1050.01,6.810055,0.900855,64.88115,-13.21365,680.5275,195.928,26.081,195.948,0.5,0.91,445.0,neither
2015-04-04 01:15:05.299999,539.949,2015-04-04 01:15:05.099999,870.005,9.004565,12.14095,-58.74565,150.028,651.3695,195.115,25.8655,195.139,1.0,0.48,175.0,flash
2015-04-04 17:26:55.200000,990.005,2015-04-04 17:26:55.299999,880.005,6.47513,13.08075,-79.3842,-58.19365,671.169,191.256,25.41565,191.279,0.0,0.73,125.0,flash
2015-04-04 18:00:15.300000,2140.01,2015-04-04 18:00:15.400000,1140.01,2.264515,9.416875,40.61745,-121.316,626.8775,192.659,25.4674,192.677,1.0,0.1,59.0,neither
2015-04-05 01:32:32.700000,120.001,2015-04-05 01:32:32.899999,130.001,-5e+30,19.6665,-80.3524,-102.55805,679.85,189.215,25.1757,189.237,-0.5,0.36,71.0,neither
2015-04-08 16:50:50.299999,390.002,2015-04-08 16:50:50.399999,170.001,11.15,0.1092652,73.38365,110.602,685.4515,170.399,22.6951,170.414,-1.0,0.31,89.0,neither
2015-04-08 19:56:48.600000,250.001,2015-04-08 19:56:48.799999,180.001,6.885775,7.613065,67.92865,-163.675,659.743,170.299,22.60125,170.3115,1.0,0.61,124.0,curtain
2015-04-08 19:57:16.500000,330.002,2015-04-08 19:57:16.600000,139.987,7.75383,7.40466,69.50595,-165.577,661.2705,170.278,22.6026,170.29,1.0,0.89,124.0,neither
2015-04-08 20:51:51.600000,260.001,2015-04-08 20:51:51.500000,190.001,8.40635,16.13505,-82.05495,-71.02935,666.7375,168.565,22.3859,168.58,0.0,0.57,32.0,neither
2015-04-14 06:00:15.400000,2640.01,2015-04-14 06:00:15.400000,2070.01,1.16196,10.33815,-11.00655,67.0077,617.5835,141.834,18.736,141.851,1.0,0.38,25.0,neither
2015-04-14 06:00:21.800000,2030.01,2015-04-14 06:00:21.800000,2150.01,1.15583,10.33735,-10.6114,66.9258,617.6585,141.837,18.7366,141.855,1.0,0.15,25.0,neither
2015-04-14 06:00:23.399999,2560.01,2015-04-14 06:00:23.399999,1980.01,1.153775,10.33715,-10.51259,66.90325,617.6565,141.838,18.7367,141.856,1.0,0.51,25.0,neither
2015-04-14 06:00:30.300000,2100.01,2015-04-14 06:00:30.199999,1780.01,1.146695,10.33625,-10.08965,66.8134,617.642,141.841,18.7373,141.859,1.0,0.36,25.0,neither
2015-04-14 08:47:35.799999,870.005,2015-04-14 08:47:35.700000,750.004,7.51741,22.5074,-63.1104,-172.2765,668.9065,140.805,18.71165,140.817,1.0,0.91,116.0,neither
2015-04-14 08:47:52.899999,320.002,2015-04-14 08:47:52.899999,1320.01,8.673985,22.5177,-64.1068,-173.078,668.5255,140.812,18.7108,140.823,1.0,0.44,116.0,neither
2015-04-14 17:44:33.200000,510.003,2015-04-14 17:44:33.100000,510.003,6.517845,8.333185,60.74635,-124.9805,666.5775,140.123,18.6176,140.131,1.0,0.48,662.0,ambiguous
2015-04-14 18:44:31,400.002,2015-04-14 18:44:30.800000,700.004,5.565815,13.25755,-76.38855,-90.54575,647.9005,139.376,18.4614,139.384,0.0,0.72,651.0,neither
2015-04-14 19:23:52.600000,430.002,2015-04-14 19:23:52.500000,2290.01,6.597245,7.80573,66.01315,-153.6465,671.803,139.715,18.5748,139.722,1.0,0.53,838.0,neither
2015-04-14 19:24:52.399999,570.003,2015-04-14 19:24:52.500000,610.003,8.416295,7.35579,69.4158,-157.4185,675.006,139.67,18.5759,139.677,0.5,0.57,795.0,ambiguous
2015-04-14 19:24:58.799999,640.003,2015-04-14 19:24:58.899999,730.004,8.622275,7.30473,69.77425,-157.886,675.2965,139.665,18.576,139.672,0.0,0.48,795.0,ambiguous
2015-04-14 21:02:06.599999,290.002,2015-04-14 21:02:06.400000,2430.01,5.733075,7.923325,67.4534,0.436,673.2535,139.353,18.5301,139.3605,1.0,0.57,420.0,neither
2015-04-14 21:02:38.799999,390.002,2015-04-14 21:02:38.700000,520.003,6.574875,7.723115,69.27735,178.3055,674.983,139.329,18.5307,139.336,1.0,0.96,420.0,neither
2015-04-14 21:03:10.500000,290.002,2015-04-14 21:03:10.400000,280.002,7.562105,7.50323,71.04255,175.8555,676.666,139.305,18.5313,139.313,1.0,0.7,415.0,curtain
2015-04-14 22:40:17.199999,390.002,2015-04-14 22:40:17.300000,680.004,5.628775,8.183655,68.70235,154.5605,674.579,139.311,18.5275,139.318,1.0,0.54,343.0,neither
2015-04-14 23:43:09.500000,340.002,2015-04-14 23:43:09.500000,500.003,6.325405,12.4136,-58.73455,172.959,635.1755,138.57,18.3282,138.578,1.0,-0.06,90.0,ambiguous
2015-04-15 13:32:16.199999,3470.02,2015-04-15 13:32:16,4110.02,4.723945,22.72105,66.0847,150.713,699.1785,135.475,18.0812,135.485,1.0,-0.03,1070.0,neither
2015-04-15 13:32:22.500000,3990.02,2015-04-15 13:32:22.699999,4810.03,4.587225,22.71535,65.7141,150.3625,699.2725,135.471,18.0809,135.481,1.0,0.0,1070.0,neither
2015-04-15 13:32:29.500000,3130.02,2015-04-15 13:32:29.600000,4620.03,4.448795,22.70925,65.3171,149.996,699.342,135.467,18.0807,135.477,1.0,-0.05,1070.0,neither
2015-04-15 13:32:31.300000,4100.02,2015-04-15 13:32:31.100000,3800.02,4.410945,22.7076,65.22275,149.909,699.3675,135.466,18.0806,135.476,1.0,-0.22,1070.0,neither
2015-04-15 13:32:37.200000,4350.02,2015-04-15 13:32:37.200000,4420.02,4.300235,22.70255,64.8793,149.6025,699.42,135.461,18.0803,135.471,1.0,0.0,1070.0,neither
2015-04-15 13:33:03.700000,2620.01,2015-04-15 13:33:03.799999,3110.02,3.87672,22.6817,63.3533,148.331,699.653,135.442,18.0791,135.453,1.0,0.21,1016.0,neither
2015-04-15 13:33:09.300000,2410.01,2015-04-15 13:33:09.400000,2770.02,3.79033,22.6771,63.0303,148.0765,699.712,135.439,18.0788,135.449,1.0,0.72,1016.0,neither
2015-04-15 13:33:11,3000.02,2015-04-15 13:33:10.800000,2430.01,3.76871,22.676,62.9408,148.0075,699.73,135.438,18.0788,135.448,1.0,0.49,1016.0,neither
2015-04-15 13:33:13.699999,2260.01,2015-04-15 13:33:13.500000,1560.01,3.734455,22.6741,62.7849,147.8885,699.732,135.436,18.0787,135.447,1.0,0.3,1016.0,neither
2015-04-15 14:18:32.600000,3430.02,2015-04-15 14:18:32.700000,3790.02,5.5545,11.26235,-75.51085,-26.55825,645.9335,135.299,17.9167,135.307,0.0,0.86,366.0,ambiguous
2015-04-15 14:18:41.100000,3020.02,2015-04-15 14:18:41.200000,4680.03,5.371755,11.23885,-75.07225,-27.7139,645.61,135.306,17.9168,135.313,0.0,0.46,366.0,neither
2015-04-15 14:18:49.899999,1550.01,2015-04-15 14:18:50,4640.03,5.216865,11.21865,-74.61275,-28.8408,645.2685,135.312,17.917,135.32,0.0,0.63,366.0,neither
2015-04-15 14:19:34.899999,2590.01,2015-04-15 14:19:34.799999,2570.01,4.468225,11.11925,-72.1974,-33.72165,643.5225,135.346,17.9177,135.353,0.0,0.54,389.0,neither
2015-04-15 18:30:13.300000,2640.01,2015-04-15 18:30:13.400000,2430.01,2.23927,23.48115,50.27245,67.58315,700.251,134.305,17.9349,134.317,1.0,0.1,1381.0,neither
2015-04-15 18:30:14.699999,2560.01,2015-04-15 18:30:14.599999,2319.78,2.233595,23.4791,50.1955,67.5525,700.2485,134.305,17.9348,134.316,1.0,0.38,1381.0,neither
2015-04-15 18:30:17.899999,2600.01,2015-04-15 18:30:18,2290.01,2.218465,23.4734,50.0,67.4709,700.176,134.303,17.9346,134.314,1.0,0.09,1381.0,neither
2015-04-15 18:30:19.399999,2680.01,2015-04-15 18:30:19.199999,2240.01,2.208675,23.46965,49.91995,67.4375,700.164,134.302,17.9345,134.3135,1.0,0.32,1381.0,neither
2015-04-15 18:30:22.500000,2640.01,2015-04-15 18:30:22.600000,2160.01,2.19415,23.46425,49.7274,67.35975,700.2,134.3,17.9343,134.312,1.0,0.12,1381.0,neither
2015-04-15 19:50:53.200000,1040.01,2015-04-15 19:50:53,2310.01,5.83083,7.93943,65.4046,-159.8845,673.552,134.695,17.9121,134.702,1.0,0.48,964.0,neither
2015-04-15 19:51:50.399999,2150.01,2015-04-15 19:51:50.299999,1670.01,7.37684,7.549495,68.6693,-163.299,676.5305,134.654,17.9131,134.661,1.0,0.88,919.0,neither
2015-04-15 19:52:03.700000,2270.01,2015-04-15 19:52:03.899999,1930.01,7.784595,7.45061,69.42555,-164.2355,677.2765,134.645,17.9134,134.652,1.0,0.78,1060.0,neither
2015-04-17 01:11:25.500000,1080.01,2015-04-17 01:11:25.300000,1120.01,4.36635,9.0553,65.15335,120.182,675.972,128.06,17.0357,128.066,1.0,0.27,410.0,flash
2015-04-17 01:11:39.799999,2230.01,2015-04-17 01:11:39.899999,1270.01,4.61182,9.01607,65.98395,119.4145,676.7255,128.052,17.0362,128.058,1.0,0.63,410.0,flash
2015-04-17 01:11:50.100000,1900.01,2015-04-17 01:11:50.299999,1730.01,4.819575,8.984115,66.57655,118.8315,677.2745,128.0465,17.0366,128.053,1.0,0.94,410.0,neither
2015-04-17 01:12:10,1590.01,2015-04-17 01:12:10,1530.01,5.23275,8.92327,67.70435,117.6455,678.2975,128.034,17.037,128.04,1.0,0.82,378.0,ambiguous
2015-04-17 01:12:11.699999,1410.01,2015-04-17 01:12:11.599999,1680.01,5.255045,8.92013,67.79795,117.545,678.42,128.033,17.0371,128.039,1.0,0.54,378.0,neither
2015-04-17 01:12:18.899999,1380.01,2015-04-17 01:12:18.899999,1440.01,5.412715,8.897875,68.2086,117.082,678.742,128.029,17.0373,128.035,1.0,0.26,378.0,neither
2015-04-17 01:12:28.399999,1610.01,2015-04-17 01:12:28.500000,1850.01,5.651585,8.864885,68.7476,116.4445,679.2265,128.024,17.0375,128.03,1.0,0.66,378.0,neither
2015-04-17 01:13:24.600000,570.003,2015-04-17 01:13:24.500000,1140.01,7.238135,8.661255,71.86115,112.0395,682.0495,127.99,17.0388,127.996,1.0,0.4,371.0,neither
2015-04-17 01:26:03.299999,260.001,2015-04-17 01:26:03.200000,1030.01,5.138985,0.2577615,59.44925,-32.3859,701.199,127.507,17.0251,127.519,2.0,0.11,287.0,neither
2015-04-22 07:34:28,1689.84,2015-04-22 07:34:27.899999,390.002,-1e+31,22.47505,-73.5877,-166.3355,648.1835,102.4895,13.5771,102.493,-1.0,0.96,777.0,neither
2015-04-22 18:30:12.500000,2970.02,2015-04-22 18:30:12.400000,1870.01,1.29176,23.01065,30.5603,62.63325,690.4035,99.66955,13.2984,99.6858,1.0,0.45,114.0,neither
2015-04-22 18:30:16.199999,2590.01,2015-04-22 18:30:16,1870.01,1.286655,23.00645,30.34065,62.57535,690.219,99.66765,13.298,99.68395,1.0,0.39,114.0,neither
2015-04-22 18:30:17.100000,2970.02,2015-04-22 18:30:17,1870.01,1.28523,23.0052,30.28345,62.56045,690.177,99.6671,13.2979,99.68345,1.0,0.47,114.0,neither
2015-04-22 18:30:22.899999,2950.02,2015-04-22 18:30:22.800000,1890.01,1.277575,22.9985,29.93425,62.4745,690.0765,99.66405,13.2972,99.68045,1.0,0.38,114.0,neither
2015-04-22 18:30:26.300000,3120.02,2015-04-22 18:30:26.199999,1890.01,1.272095,22.99365,29.72955,62.4199,689.8825,99.66195,13.2968,99.6784,1.0,0.42,114.0,neither
2015-04-22 18:30:27.500000,2920.02,2015-04-22 18:30:27.399999,1910.01,1.27062,22.9923,29.65725,62.40235,689.832,99.6612,13.2967,99.6777,1.0,0.43,114.0,neither
2015-04-22 18:30:30.699999,2290.01,2015-04-22 18:30:30.600000,1830.01,1.266575,22.98875,29.4646,62.3543,689.7535,99.65925,13.2963,99.6758,1.0,0.77,114.0,neither
2015-04-23 04:08:42.399999,2450.01,2015-04-23 04:08:42.399999,980.005,-5e+30,23.35175,60.33765,-72.5627,702.599,98.5809,13.1651,98.5908,-1.0,0.78,494.0,neither
2015-04-23 04:08:49.100000,2840.02,2015-04-23 04:08:49,1990.01,11.90025,23.32825,59.9508,-72.8158,702.478,98.57835,13.1647,98.5883,-1.0,0.27,494.0,neither
2015-04-23 04:08:53.200000,3430.02,2015-04-23 04:08:53.100000,2580.01,11.44445,23.31525,59.7121,-72.96795,702.441,98.5768,13.1645,98.5868,-1.0,0.78,494.0,neither
2015-04-23 04:08:54.700000,3370.02,2015-04-23 04:08:54.600000,2550.01,11.3326,23.31205,59.6247,-73.0212,702.419,98.5762,13.1644,98.5863,-1.0,0.59,494.0,neither
2015-04-23 04:09:31,2150.01,2015-04-23 04:09:31.100000,2260.01,8.15415,23.2056,57.4988,-74.2936,701.854,98.5626,13.1623,98.57335,0.0,-0.15,484.0,neither
2015-04-23 04:09:33,2530.01,2015-04-23 04:09:33,1420.01,8.071865,23.2017,57.38465,-74.35815,701.83,98.5619,13.1622,98.5727,0.5,0.25,484.0,neither
2015-04-23 04:09:41.299999,1390.01,2015-04-23 04:09:41.200000,1580.01,7.598395,23.17845,56.9013,-74.62545,701.6885,98.55895,13.1617,98.5699,0.5,0.5,484.0,curtain
2015-04-23 04:09:43.200000,1400.01,2015-04-23 04:09:43,2300.01,7.52594,23.1746,56.79285,-74.68545,701.6565,98.5583,13.16155,98.56925,0.5,0.29,484.0,curtain
2015-04-23 04:09:52.299999,1520.01,2015-04-23 04:09:52.399999,1910.01,7.10305,23.15145,56.25025,-74.9769,701.507,98.555,13.161,98.56615,1.0,0.85,484.0,neither
2015-04-23 04:59:52.100000,830.005,2015-04-23 04:59:52.299999,1469.86,5.88621,10.7604,-52.2982,90.8735,630.5005,99.15735,13.1094,99.16655,1.0,0.63,250.0,neither
2015-04-23 05:00:06.099999,850.005,2015-04-23 05:00:05.900000,2080.01,5.528935,10.74485,-51.4661,90.50845,630.2875,99.16275,13.1101,99.17225,1.0,0.35,222.0,neither
2015-04-24 04:00:24.500000,2559.76,2015-04-24 04:00:24.300000,2310.01,1.14953,10.4823,-11.06615,96.92055,632.2235,94.5848,12.521,94.6028,1.0,0.17,476.0,neither
2015-04-24 04:00:25.699999,2660.01,2015-04-24 04:00:25.500000,2320.01,1.14837,10.4818,-10.9924,96.9057,632.21,94.58505,12.5211,94.60305,1.0,-0.13,476.0,neither
2015-04-24 04:00:29.199999,2620.01,2015-04-24 04:00:29.100000,1610.01,1.143925,10.47975,-10.7742,96.85755,632.2395,94.5858,12.5214,94.60385,1.0,0.22,476.0,neither
2015-04-25 18:00:27.199999,1170.01,2015-04-25 18:00:27.199999,1950.01,-1e+31,1.020625,76.6514,101.273,704.794,88.7956,11.8582,88.7999,-1.0,0.84,32.0,neither
2015-04-28 10:24:58.299999,660.004,2015-04-28 10:24:58.200000,620.003,7.87684,10.0153,-72.9612,26.2221,636.531,84.04255,11.1154,84.0466,0.0,0.78,574.0,neither
2015-04-28 10:25:21.100000,450.002,2015-04-28 10:25:21,759.928,7.21074,10.03495,-71.7102,24.0176,636.308,84.0451,11.1157,84.04955,0.0,0.12,564.0,neither
2015-04-28 10:25:31.899999,300.002,2015-04-28 10:25:31.800000,510.003,6.925435,10.04325,-71.1102,23.072,636.213,84.0462,11.1158,84.0508,0.0,0.44,564.0,neither
2015-04-28 10:25:35.500000,360.002,2015-04-28 10:25:35.500000,640.003,6.817835,10.04635,-70.90645,22.76205,636.2045,84.0466,11.1159,84.0513,0.0,0.87,564.0,flash
2015-04-28 10:25:37.299999,330.002,2015-04-28 10:25:37.299999,440.002,6.76641,10.04785,-70.80585,22.6114,636.228,84.0468,11.1159,84.0515,0.0,0.5,564.0,ambiguous
2015-04-28 10:25:41.799999,370.002,2015-04-28 10:25:41.600000,670.004,6.66703,10.05065,-70.5594,22.25305,636.139,84.0471,11.116,84.0519,0.0,0.73,564.0,ambiguous
2015-04-28 10:25:44.700000,410.002,2015-04-28 10:25:44.500000,430.002,6.593195,10.0528,-70.39655,22.01975,636.12,84.0473,11.116,84.0522,0.0,0.72,564.0,neither
2015-04-28 11:02:33.299999,250.001,2015-04-28 11:02:33.299999,200.001,5.95893,10.36015,62.91635,-26.0018,694.758,83.4836,11.1362,83.4903,1.0,0.85,456.0,flash
2015-04-28 11:02:36.700000,130.001,2015-04-28 11:02:36.600000,150.001,6.04357,10.36095,63.1099,-26.15045,694.937,83.48235,11.1361,83.4889,1.0,0.68,456.0,neither
2015-04-28 11:02:49.399999,430.002,2015-04-28 11:02:49.399999,180.001,6.44114,10.36455,63.84535,-26.73955,695.4075,83.4774,11.136,83.4837,0.0,0.66,456.0,neither
2015-04-28 11:03:56.799999,410.002,2015-04-28 11:03:56.700000,460.002,8.910465,10.3885,67.68815,-30.38295,697.7505,83.453,11.1355,83.45805,0.0,0.17,434.0,ambiguous
2015-04-28 11:48:59.200000,100.001,2015-04-28 11:48:59.299999,450.002,6.685475,22.20975,-53.44905,147.3655,642.7505,83.7556,11.0923,83.76605,1.0,0.42,178.0,neither
2015-04-28 12:02:21,300.002,2015-04-28 12:02:20.899999,430.002,6.63323,10.41245,-74.33125,4.62082,636.7005,83.898,11.0964,83.90165,0.0,0.54,174.0,curtain
2015-04-28 12:02:36.200000,220.001,2015-04-28 12:02:36.200000,340.002,6.239415,10.4062,-73.51675,2.86373,636.6055,83.8995,11.0965,83.9034,0.0,0.3,174.0,neither
2015-04-28 12:02:39.799999,350.002,2015-04-28 12:02:39.700000,490.003,6.16854,10.4051,-73.3253,2.480665,636.58,83.8999,11.0966,83.90385,0.0,0.2,174.0,neither
2015-04-28 12:02:56.200000,280.002,2015-04-28 12:02:56.399999,400.002,5.79687,10.3991,-72.4246,0.7849855,636.451,83.9019,11.0968,83.9061,0.0,0.2,174.0,neither
2015-04-28 15:16:06.900000,650.004,2015-04-28 15:16:07,1110.01,7.220515,12.08495,-79.59825,-24.21905,637.697,83.3619,11.0263,83.3644,0.0,0.55,192.0,neither
2015-04-28 15:16:13.699999,360.002,2015-04-28 15:16:13.699999,950.005,7.02701,12.04595,-79.32555,-25.96155,637.5855,83.3618,11.0262,83.3644,0.0,0.04,192.0,neither
2015-05-03 00:17:25.399999,550.003,2015-05-03 00:17:25.300000,300.002,5.857435,8.66324,69.42415,129.262,702.3915,75.53285,10.085,75.53755,1.0,-0.26,159.0,neither
2015-05-06 06:00:15.199999,2830.02,2015-05-06 06:00:15,2830.02,3.336625,10.46355,-45.2713,73.4192,647.5995,69.2432,9.17907,69.2493,1.0,-0.05,342.0,neither
2015-05-06 06:00:22.500000,2760.01,2015-05-06 06:00:22.500000,2670.01,3.260435,10.461,-44.8242,73.26385,647.734,69.2449,9.17955,69.2511,1.0,-0.38,342.0,neither
2015-05-06 06:00:25.500000,2560.01,2015-05-06 06:00:25.300000,2800.02,3.23042,10.46005,-44.64895,73.20245,647.736,69.2456,9.179735,69.25185,1.0,-0.29,342.0,neither
2015-05-06 06:00:30.399999,2390.01,2015-05-06 06:00:30.300000,1170.01,3.180655,10.45835,-44.3498,73.09885,647.8855,69.2467,9.180055,69.253,1.0,0.52,342.0,neither
2015-05-06 12:23:14.599999,830.005,2015-05-06 12:23:14.699999,2230.01,6.21621,10.5061,-74.1063,-1.0952795,642.4795,68.9096,9.121555,68.9111,0.0,0.39,905.0,neither
2015-05-06 13:59:07,380.002,2015-05-06 13:59:07.099999,240.001,8.148975,11.4236,-79.6304,-4.724025,641.188,68.565,9.073635,68.5654,0.0,0.77,1059.0,flash
2015-05-06 13:59:28.500000,640.003,2015-05-06 13:59:28.399999,420.002,7.467115,11.3431,-78.7419,-9.99366,641.453,68.5698,9.074695,68.57035,0.0,0.88,1059.0,flash
2015-05-06 14:00:12.599999,790.004,2015-05-06 14:00:12.500000,470.003,6.238945,11.2052,-76.68845,-18.5425,642.047,68.58135,9.07713,68.5823,0.0,0.61,1144.0,neither
2015-05-06 14:37:49.799999,930.005,2015-05-06 14:37:49.899999,2410.01,7.354525,9.29452,58.3234,-77.1274,700.154,68.12525,9.095495,68.1347,0.0,0.63,1038.0,neither
2015-05-06 14:37:55.799999,580.003,2015-05-06 14:37:55.700000,1970.01,7.543595,9.27461,58.6682,-77.3333,700.264,68.12195,9.095145,68.13125,0.0,0.73,1038.0,neither
2015-05-06 14:38:20.300000,290.002,2015-05-06 14:38:20.500000,1000.01,8.37219,9.184685,60.10545,-78.2331,700.851,68.10795,9.093635,68.11665,0.0,-0.11,1042.0,neither
2015-05-06 15:36:20.199999,900.005,2015-05-06 15:36:20.300000,920.005,8.07489,12.5108,-80.86045,-18.5722,640.871,68.3887,9.04973,68.3889,0.0,0.67,928.0,curtain
2015-05-06 15:37:05.200000,1090.01,2015-05-06 15:37:05,930.005,6.811195,12.2188,-79.23135,-31.70855,641.389,68.4059,9.05287,68.40625,0.0,0.75,928.0,neither
2015-05-06 15:37:18,710.004,2015-05-06 15:37:18,730.004,6.469365,12.1439,-78.68235,-34.7553,641.6175,68.4117,9.05389,68.4121,0.0,0.61,928.0,flash
2015-05-06 16:15:38.500000,580.003,2015-05-06 16:15:38.500000,250.001,7.14845,8.82033,58.34825,-101.5955,700.249,68.0791,9.08938,68.0856,1.0,0.49,771.0,neither
2015-05-06 16:16:12.599999,680.004,2015-05-06 16:16:12.400000,440.002,8.15705,8.65136,60.3309,-102.832,700.923,68.0606,9.08741,68.06665,0.0,-0.08,727.0,ambiguous
2015-05-06 16:29:51.399999,1810.01,2015-05-06 16:29:51.299999,430.002,5.60243,23.7141,67.7611,107.8655,694.477,67.6958,9.028605,67.7006,1.0,0.14,594.0,neither
2015-05-06 16:29:58.700000,1290.01,2015-05-06 16:29:58.799999,790.004,5.42132,23.6955,67.3428,107.411,694.263,67.6939,9.028075,67.6987,1.0,0.68,594.0,neither
2015-05-06 17:53:57.600000,2180.01,2015-05-06 17:53:57.600000,640.003,6.028665,8.458725,60.14915,-127.164,700.9515,67.948,9.07238,67.9542,1.0,0.69,526.0,neither
2015-05-06 18:07:40.700000,1820.01,2015-05-06 18:07:40.899999,1169.89,5.870545,0.2764225,67.69135,83.3388,694.345,67.58265,9.013345,67.5874,1.0,0.61,638.0,curtain
2015-05-06 18:07:46.299999,580.003,2015-05-06 18:07:46.100000,880.005,5.70395,0.2550265,67.38605,83.00415,694.1435,67.5817,9.013015,67.5865,1.0,0.36,638.0,flash
