dateTime,dos1rate,peak_std,Lm_OPQ,MLT_OPQ,lat,lon,alt,Dist_In_Track,Lag_In_Track,Dist_Total,Loss_Cone_Type,flag,AE,time_cc,space_cc,time_spatial_A,time_spatial_B,peak_width_A,peak_width_B
2015-04-16 04:50:47.600000,560.003,5.2421956931836124,5.36905,21.7779,-71.3883,-121.545,660.86,131.796,17.4919,131.804,1.0,0.0,583.0,0.8159838211678201,0.061890180337787565,2015-04-16 04:50:47.600000,2015-04-16 04:51:05.091900,0.17500674338671232,0.19749999583346547
2015-04-16 05:37:42.100000,569.946,6.014334770442453,5.03621,10.0672,65.7251,53.1518,674.671,132.305,17.5961,132.313,1.0,0.0,552.0,0.9037223279226834,0.4705788193792289,2015-04-16 05:37:42.100000,2015-04-16 05:37:59.696100,0.2958855759064513,0.2607698957907311
2015-04-16 19:29:05.400000,2590.01,6.0708906274868095,5.41519,19.9947,-64.5365,26.2792,662.745,128.4,17.0482,128.409,0.0,4.0,1023.0,0.8233083740210484,0.4949857757168291,2015-04-16 19:29:05.400000,2015-04-16 19:29:22.448200,0.31025641025641026,0.3171068006818316
2015-04-16 04:50:47.700000,740.0039999999998,4.203706733473082,4.9340199999999985,21.8016,-70.4216,-120.183,661.203,131.796,17.4919,131.804,1.0,0.0,583.0,0.8079744749447442,0.022899626629713857,2015-04-16 04:50:30.208100,2015-04-16 04:50:47.700000,0.17499987500062494,0.1974999958334654
2015-04-16 07:15:41.600000,730.0039999999998,4.56461564309938,5.12112,10.3675,65.3316,28.9745,674.543,131.85,17.5372,131.858,1.0,0.0,618.0,0.8102012768728494,0.06320446914826204,2015-04-16 07:15:24.062800,2015-04-16 07:15:41.600000,0.3050282738095238,0.2106724576368423
2015-04-16 19:29:05.400000,1430.01,5.6647327914994285,5.20716,20.0966,-63.5443,27.0171,662.97,128.4,17.0482,128.409,0.0,4.0,1023.0,0.8233083740210484,-0.2647522810912054,2015-04-16 19:28:48.351800,2015-04-16 19:29:05.400000,0.31025641025641026,0.3171068006818316
2015-04-16 20:17:02.100000,600.003,8.76075064287294,4.1943199999999985,8.38166,61.3247,-163.474,672.074,129.07,17.1628,129.077,1.0,0.0,1249.0,0.8128295942786484,-0.5217952889896295,2015-04-16 20:16:44.937200,2015-04-16 20:17:02.100000,0.3162390203836037,0.2900013333333334
2015-04-17 01:12:10.000000,1590.01,4.74583504223502,5.4196800000000005,8.896189999999997,68.1886,117.154,678.679,128.034,17.037,128.04,1.0,0.0,378.0,0.8490422160033835,0.2492001959874331,2015-04-17 01:12:10.000000,2015-04-17 01:12:27.037000,0.2839285714285714,0.2159482758620689
2015-04-17 01:12:11.599999,1440.01,7.5340218860778965,5.4421,8.89297,68.2791,117.053,678.785,128.033,17.0371,128.039,1.0,0.0,378.0,0.8030527815611751,0.1950980818699916,2015-04-17 01:12:11.599999,2015-04-17 01:12:28.637099,0.2416666666666667,0.5883333333333333
2015-04-17 01:12:10.000000,1530.01,5.109440892544281,5.04582,8.95035,67.2201,118.137,677.916,128.034,17.037,128.04,1.0,0.0,378.0,0.8490422160033835,0.2465395277363175,2015-04-17 01:11:52.963000,2015-04-17 01:12:10.000000,0.2839285714285714,0.2159482758620689
