lat,lon
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3458.3,3699.5,4004.9,4272.2,4462.9,4671.3,4767.0,5013.7,5021.7,4984.2,5082.0,4998.1,4912.7,4731.0,4585.5,4553.2,4359.3,4141.4,3815.4,3684.5,3619.6,3414.3,3178.5,2754.1,2480.1,2289.1,2150.9,2015.9,1819.3,1880.8,1879.3,1849.5,1862.2,1827.9,1898.7,1866.5,1823.0,1830.0,1835.7,1971.4,2032.1,2049.1,2111.0,2202.3,2198.6,2202.0,2253.4,2232.4,2288.6,2314.3,2298.3,2250.8,2210.2,2241.7,2181.6,2151.8,2109.2,2059.5,2060.2,2042.0,2028.3,2016.8,2164.9,2278.1,2418.0,2622.9,2696.1,2775.5,2873.1,3110.3,3283.6
3845.8,3892.9,3863.6,3975.7,4053.7,4056.9,4107.8,3789.9,3957.9,4080.0,3584.2,3560.2,3292.3,3175.7,3343.2,3284.1,3466.8,3400.6,3551.6,3820.0,3718.1,3681.9,3433.5,3639.7,3938.0,3909.9,3694.1,3318.5,3086.2,2766.8,2560.2,2339.3,2137.9,2216.3,2272.3,2297.0,2306.1,2308.8,2274.7,2161.5,1988.4,1910.5,1993.3,2097.6,2156.0,2136.8,2081.6,2116.4,2007.1,1966.3,1973.2,2012.3,2112.4,2105.0,2131.1,2100.4,2070.4,2232.7,2500.0,2693.4,3018.8,3311.9,3232.0,3206.6,3237.5,3310.9,3344.0,3312.3,3367.1,3495.8,3705.5
2825.9,3267.9,3373.0,2860.2,2405.6,2033.6,1933.7,2045.5,1516.4,1265.0,2009.7,2197.3,2287.0,2654.9,2312.5,2344.7,2344.9,2253.8,2446.9,2025.3,2192.6,2605.3,2802.3,2947.2,2389.3,2669.8,3052.8,3114.3,3240.1,2661.0,2467.6,2194.7,1908.4,1606.1,1447.8,1705.8,1745.5,1578.0,1314.8,1423.5,1677.4,1661.7,1467.2,1263.4,1269.9,1227.6,1160.3,1002.5,994.6,1383.6,1323.3,1219.4,1031.6,1235.7,1353.9,1369.1,1955.7,1916.9,2095.4,2543.2,2330.1,2057.7,2085.3,2532.0,2731.1,2261.8,2201.4,2642.6,3149.9,3254.3,2773.0
3150.0,2699.1,2219.3,2352.4,1797.4,1749.7,1545.0,974.8,1231.0,1266.1,1001.9,1495.0,1998.2,1933.2,2459.2,2115.1,1648.0,1996.7,1923.9,2316.4,1861.7,1693.5,2494.0,2467.2,2877.6,2322.8,2085.9,2791.5,2706.4,3069.7,2509.2,2021.5,1827.7,1842.3,1678.0,1303.6,1219.5,1324.5,1340.4,1335.8,1218.3,1400.7,1341.8,1124.6,903.2,936.0,1107.9,1084.6,1146.6,783.7,845.4,1042.6,1199.0,959.4,909.3,1911.3,1712.0,2313.7,2263.6,1483.9,1782.6,2018.6,2460.5,2201.8,1644.6,2166.4,2656.3,3025.6,2649.4,1944.7,2586.0
2874.5,1994.5,2450.3,1480.4,1591.9,1660.0,837.2,1094.3,939.9,995.9,1150.4,772.4,1698.5,2024.4,1528.0,2001.4,1817.6,1793.9,1768.0,1614.8,2087.4,1993.8,1658.3,2308.9,2525.0,2680.0,2184.7,1930.2,2314.9,2605.4,2715.2,2182.2,1886.6,1629.3,1705.3,1383.0,1043.5,1009.5,1280.5,1244.5,1167.1,1115.0,1072.5,1023.8,879.2,934.9,931.4,1161.7,979.2,713.5,797.9,908.7,1034.2,864.4,1721.4,1480.7,2024.4,2499.8,1563.3,1599.1,1744.9,2133.9,2364.9,1489.5,1913.4,2425.0,2698.5,2860.2,1731.4,2382.3,2469.7
1932.5,2234.3,1593.7,1355.5,1672.9,990.0,895.9,802.8,804.0,988.9,848.8,997.9,969.0,1647.7,1383.1,1506.6,2111.8,1450.6,1455.6,1354.7,1751.9,1824.0,1351.0,1726.2,1852.3,2478.6,2467.2,1703.5,2079.1,1714.5,2628.0,2627.7,2101.2,1567.4,1240.1,1280.5,955.9,1132.7,1062.6,952.9,1001.2,938.1,969.1,866.9,884.1,787.5,928.9,994.9,727.8,854.1,807.4,925.9,584.5,1344.0,1713.4,1644.7,2356.2,1714.5,1397.0,1740.9,1857.9,2404.6,1531.7,1415.9,2304.4,2506.4,2967.7,1756.1,1844.1,2458.8,2575.7
1794.9,2362.2,1268.3,1482.9,1272.1,824.7,878.5,754.5,691.4,625.0,359.1,394.8,249.7,380.0,438.1,367.9,388.4,253.7,184.9,139.0,123.9,197.4,98.4,197.7,242.9,245.5,425.9,274.1,539.3,679.8,918.0,1414.0,1268.8,1213.0,1013.5,856.2,1000.8,989.5,955.0,1064.2,992.2,991.3,811.6,769.3,908.4,865.1,1040.2,710.5,770.7,771.1,896.9,878.1,630.3,1809.2,1432.0,1936.6,2226.4,1316.3,1706.8,1643.6,2162.8,1973.9,1274.6,1981.0,2194.3,2605.5,2523.0,1676.7,2449.2,2248.4,2834.9
2005.6,1848.1,1186.6,1029.0,535.2,248.3,128.8,22.7,0.0,0.0,0.0,0.0,0.0,0.0,83.3,224.0,152.6,161.1,205.4,83.3,220.7,112.9,65.3,104.3,165.3,245.6,88.2,89.3,104.4,141.3,167.6,83.2,116.1,103.0,121.2,13.1,178.0,350.6,318.6,863.3,938.4,1019.4,687.7,849.2,875.9,878.2,1029.7,576.3,848.0,868.8,957.0,584.3,1101.0,1756.9,1496.5,2398.3,1664.0,1243.4,1737.8,1904.9,2327.1,1511.1,1277.4,2170.0,2420.4,2900.6,1810.0,1819.1,2422.2,2433.5,2931.2
710.2,406.0,89.9,166.8,128.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.1,116.9,106.2,111.8,107.5,20.7,144.5,28.0,61.6,53.9,112.1,135.9,35.7,92.8,37.6,88.5,105.0,31.6,106.9,49.1,54.4,0.0,0.0,0.0,0.0,786.4,922.4,802.0,812.3,822.3,898.5,951.3,825.8,663.0,799.6,988.8,926.7,614.7,1601.5,1532.2,1797.7,2086.4,1438.4,1423.4,1727.7,1882.2,2186.4,1327.8,1543.8,2320.7,2286.6,2770.6,1689.8,2107.6,2017.8,1777.7,2004.9
