MLT_OPQ,lon
324.2,362.5,349.1,360.2,372.4,395.8,444.6,473.7,441.0,471.6,465.2,473.7,457.8,443.7,448.4,423.5,382.6,319.4,240.8,189.6,457.7,1611.2,1143.2,1344.3,1613.4,1294.4,1453.6,2070.4,2227.2,1998.6,2260.8,2634.8,2252.6,2971.0,2689.0,3061.3,3019.1,3038.9,3580.9,2849.3,2655.3,2563.7,2439.1,2493.3,2127.7,2164.3,2291.1,2185.1,1945.2,1639.1,1421.8,1438.6,1514.5,1410.4,1217.5,960.6,853.9,815.3,981.3,1218.5,1436.2,1051.7,532.1,463.6,412.1,415.1,375.4,399.9,379.1,354.9,321.8,312.7
226.3,207.0,229.1,225.8,238.6,243.7,223.2,238.7,269.9,298.7,357.9,431.2,413.3,402.8,383.7,375.2,354.9,330.3,265.8,187.6,82.8,424.6,745.6,632.2,768.6,977.6,844.3,696.5,1164.5,1358.4,1356.4,1107.5,1558.3,1503.4,1834.9,1944.7,1713.0,1848.2,1885.0,2183.8,2143.7,1783.4,1593.5,1436.5,1300.0,1361.7,1208.9,1067.9,1080.3,1041.3,1005.0,909.5,755.7,666.5,621.7,604.6,554.2,640.2,853.3,1121.0,491.8,342.6,351.2,306.8,298.7,295.4,274.3,242.2,269.2,248.0,258.4,231.2
214.0,211.7,234.8,237.6,246.7,230.3,234.6,209.2,233.2,239.6,265.7,252.3,325.9,417.0,401.2,360.5,358.2,327.8,298.5,202.6,113.6,102.6,355.9,540.2,423.3,553.6,693.5,632.4,486.0,847.3,991.2,1110.9,826.6,1088.1,1231.4,1202.6,1502.2,1383.3,1281.2,1348.8,1369.1,1565.5,1536.4,1294.5,1072.2,910.1,802.8,770.2,748.1,679.8,634.5,611.3,558.3,539.8,528.6,510.4,459.4,613.1,949.6,397.6,321.6,329.9,279.0,297.5,289.1,290.0,293.6,279.6,214.9,223.8,181.1,213.4
273.4,246.5,223.4,208.1,223.9,244.7,279.7,290.5,259.7,277.9,239.3,246.3,290.0,276.9,390.4,407.1,355.1,347.6,336.4,256.4,143.4,57.2,202.1,318.7,405.0,329.9,448.7,577.9,599.8,382.6,671.3,785.2,937.1,902.0,802.5,954.2,974.2,1060.5,1228.3,1193.2,1095.0,1011.3,1029.1,1097.0,1142.7,1087.2,1011.0,852.3,673.6,587.6,523.3,497.6,492.0,454.8,421.8,411.4,409.7,804.5,658.1,354.8,346.8,347.4,350.6,312.1,304.9,284.1,272.2,276.9,280.9,279.2,292.2,294.6
311.2,356.0,360.0,397.0,294.7,270.1,243.7,240.5,335.9,334.9,306.7,309.6,252.3,304.8,301.8,423.6,476.7,420.4,365.6,352.6,217.9,54.9,110.8,208.3,340.5,292.0,310.9,396.4,532.8,569.8,355.9,494.4,684.0,730.7,829.2,749.3,695.3,789.9,863.8,849.8,956.6,1011.8,984.7,900.6,842.3,794.5,792.6,861.9,891.5,881.5,819.8,816.4,744.4,656.8,566.5,496.3,627.7,962.0,423.6,396.2,395.9,368.5,387.2,400.3,350.3,367.8,377.3,400.6,402.6,365.0,355.9,323.0
536.3,502.3,452.5,376.5,485.0,511.6,402.8,340.4,266.2,318.4,435.4,378.6,379.6,308.5,373.4,377.0,518.4,571.7,515.6,497.1,379.9,98.2,68.2,181.8,243.4,339.5,264.4,314.6,383.0,493.0,552.0,483.1,370.7,465.3,632.7,673.1,782.0,773.9,708.9,691.2,699.1,710.4,723.7,773.4,817.7,881.9,873.1,895.2,909.2,884.2,886.3,866.1,858.7,959.5,1009.8,1060.5,1572.3,1311.0,1057.6,971.0,798.3,668.9,557.1,505.7,534.6,515.4,513.5,523.6,495.1,475.4,499.9,554.1
698.9,768.3,782.1,781.4,651.2,524.9,671.6,722.0,511.1,466.7,378.7,564.6,545.0,520.6,455.7,516.5,487.6,784.9,810.5,756.0,739.1,321.2,60.3,143.7,207.0,277.2,384.0,324.8,300.9,382.0,452.1,494.2,590.9,550.5,452.6,466.1,476.0,546.3,617.6,698.9,716.9,760.5,733.0,752.3,825.5,836.9,859.8,834.8,852.9,953.4,1023.8,1105.6,1196.6,1225.6,1330.4,1804.3,1844.4,1482.8,1291.6,1418.7,1558.1,1697.7,1756.8,1782.0,1541.8,1157.8,931.3,798.3,788.7,795.7,818.6,730.5
1386.6,1303.6,1092.2,1221.1,1238.5,1234.8,951.9,869.4,1129.8,943.1,791.7,630.8,759.8,882.0,744.4,717.4,796.4,828.5,1340.5,1443.9,1437.2,1479.3,112.9,88.6,216.9,258.5,310.5,415.5,447.0,416.3,366.5,402.1,433.2,492.6,533.2,563.7,617.0,608.7,572.2,631.9,706.7,716.5,751.6,760.6,801.8,950.7,1059.1,1153.2,1212.6,1258.4,1388.3,1519.3,1613.3,1626.9,2268.1,2275.4,2193.1,2165.0,2425.9,2606.4,2918.1,2919.5,2754.8,2710.2,3024.5,3393.4,3553.7,3195.4,2030.9,1558.7,1420.5,1350.9
2478.5,2351.4,2698.5,2290.5,2146.9,2373.7,2319.2,2035.6,1513.3,1901.7,1913.2,1395.6,1214.1,1203.2,1601.3,1220.0,1357.4,1609.1,1792.5,2427.9,3412.5,3980.1,4044.0,1248.0,144.1,238.3,295.3,360.3,413.9,431.8,535.2,561.6,567.0,573.8,564.5,626.5,679.4,695.7,726.7,748.2,817.1,945.4,1022.0,1140.2,1243.1,1290.6,1385.3,1570.1,1745.4,2026.2,2206.0,2868.7,3390.9,4044.4,4168.9,4362.4,4612.0,5092.0,5246.2,5140.6,4996.9,5713.9,6184.1,6635.8,6890.9,5692.8,5589.2,6219.3,6630.4,5729.0,3763.1,3125.3
1578.4,1400.8,840.7,1267.9,1037.4,1177.8,1446.3,1522.7,1263.3,1210.5,1576.0,1394.2,680.4,294.1,0.0,58.2,405.9,1553.4,2405.5,2567.6,2532.1,3958.1,7824.9,13281.0,13952.8,13385.3,11483.5,9979.0,8495.9,6305.5,5169.6,4940.8,4987.7,4556.4,3750.5,3667.9,3556.3,4140.0,5489.6,6248.8,5330.1,6329.5,7346.4,7412.0,7456.5,7399.7,7897.9,8919.3,9925.4,11011.9,12727.9,13320.6,13664.6,14352.8,14633.3,15496.8,15905.8,14372.7,15105.2,17121.2,18439.6,16373.0,3727.0,2489.6,2850.7,3014.3,2687.7,2968.4,2524.4,2557.7,2740.2,1868.9
