Separation [km],Seconds
0,6615.2
2,22567.399999999994
4,13055.900000000003
6,16486.4
8,11523.6
10,5540.5
12,3515.6
14,2368.2
16,6754.700000000001
18,5599.7
20,5719.4
22,2483.5
24,2233.8
26,8714.199999999999
28,21596.0
30,39613.200000000004
32,21495.000000000004
34,12672.500000000002
36,9947.800000000001
38,8270.699999999999
40,11042.200000000004
42,10723.5
44,13803.599999999999
46,17945.5
48,6660.2
50,3348.9
52,3392.8999999999996
54,6054.6
56,8959.9
58,6341.3
60,8198.1
62,7573.399999999999
64,3212.6
66,8685.9
68,5716.900000000001
70,6509.099999999999
72,6110.6
74,2374.9
76,4647.099999999999
78,2343.0
80,4910.599999999999
82,9890.699999999999
84,806.2
86,5574.599999999999
88,4596.1
90,91.6
92,24.1
94,2746.0
96,2693.5
98,3897.4
100,1555.9
102,6146.7
104,2041.2
106,1489.3
108,0.0
110,0.0
112,0.0
114,0.0
116,0.0
118,0.0
120,0.0
122,0.0
124,0.0
126,835.5
128,3494.8
130,2659.1
132,3584.5
134,1356.8
136,2304.8
138,3435.3
140,2517.1
142,0.0
144,708.0999999999999
146,808.3000000000001
148,2076.8
150,64.4
152,0.0
154,0.0
156,0.0
158,0.0
160,0.0
162,0.0
164,253.8
166,1937.3
168,2342.4
170,1057.2
172,1568.8
174,2791.7
176,2232.8
178,2954.9
180,1759.8
182,0.0
184,0.0
186,0.0
188,708.7
190,3028.8999999999996
192,3005.6
194,3195.6
196,1131.4
198,0.0
200,0.0
202,0.0
204,0.0
206,758.4
208,2068.4
210,2462.0
212,2321.3
214,2537.4
216,2867.4
218,1669.6
220,2127.0
222,3325.1
224,2379.8
226,2177.4
228,3026.7999999999997
230,2243.1
232,3581.8999999999996
234,727.4
236,0.0
238,0.0
240,939.6
242,987.9
244,161.5
246,0.0
248,0.0
250,0.0
252,0.0
254,0.0
256,0.0
258,0.0
260,0.0
262,0.0
264,0.0
266,0.0
268,0.0
270,0.0
272,0.0
274,0.0
276,0.0
278,0.0
280,0.0
282,0.0
284,0.0
286,0.0
288,0.0
290,0.0
292,0.0
294,0.0
296,0.0
298,0.0
300,0.0
302,0.0
304,0.0
306,0.0
308,0.0
310,0.0
312,0.0
314,0.0
316,0.0
318,0.0
320,0.0
322,0.0
324,0.0
326,0.0
328,0.0
330,0.0
332,0.0
334,0.0
336,0.0
338,0.0
340,0.0
342,0.0
344,0.0
346,0.0
348,0.0
350,0.0
352,0.0
354,0.0
356,0.0
358,0.0
360,0.0
362,0.0
364,0.0
366,0.0
368,0.0
370,0.0
372,0.0
374,0.0
376,0.0
378,0.0
380,0.0
382,0.0
384,0.0
386,0.0
388,0.0
390,0.0
392,0.0
394,0.0
396,0.0
398,0.0
400,0.0
402,0.0
404,0.0
406,0.0
408,0.0
410,0.0
412,0.0
414,0.0
416,0.0
418,0.0
420,0.0
422,0.0
424,0.0
426,0.0
428,0.0
430,0.0
432,0.0
434,0.0
436,0.0
438,0.0
440,0.0
442,0.0
444,0.0
446,0.0
448,0.0
450,0.0
452,0.0
454,0.0
456,0.0
458,129.9
460,854.6
462,1024.0
464,338.2
466,184.2
468,80.9
470,0.0
472,0.0
474,0.0
476,0.0
478,0.0
480,0.0
482,0.0
484,0.0
486,0.0
488,0.0
490,0.0
492,0.0
494,0.0
496,0.0
498,0.0
